variety,variety_ID,clone_ID,clone_num,year,bud_day,flow_day,ver_day,mat_day
Sultanine blanche,1566,11S1S5,15,1971,NA,NA,NA,7/9/71
Sultanine blanche,1566,11S1S5,15,1977,NA,NA,5/8/77,NA
Sultanine blanche,1566,11S1S5,15,1998,NA,NA,NA,17/8/98
Sultanine blanche,1566,11S1S6,16,1956,NA,NA,NA,NA
Sultanine blanche,1566,11S1S6,16,1957,NA,NA,NA,NA
Sultanine blanche,1566,11S1S6,16,1958,NA,NA,NA,NA
Sultanine blanche,1566,11S1S6,16,1959,NA,NA,NA,NA
Sultanine blanche,1566,11S1S6,16,1960,NA,NA,NA,NA
Sultanine blanche,1566,11S1S6,16,1961,27/2/61,NA,NA,NA
Sultanine blanche,1566,819A3,17,1956,NA,NA,NA,NA
Sultanine blanche,1566,819A3,17,1957,NA,NA,NA,NA
Sultanine blanche,1566,819A3,17,1958,NA,NA,NA,NA
Sultanine blanche,1566,819A3,17,1959,14/3/59,NA,NA,NA
Sultanine blanche,1566,819A3,17,1960,15/3/60,NA,NA,NA
Sultanine blanche,1566,819A3,17,1961,13/3/61,NA,NA,11/9/61
Sultanine blanche,1566,819A3,17,1965,30/3/65,NA,NA,14/9/65
Sultanine blanche,1566,819A3,17,1966,NA,NA,NA,19/9/66
Sultanine blanche,1566,819A3,17,1976,NA,NA,29/7/76,NA
Sultanine blanche,1566,819A3,17,1977,NA,NA,8/8/77,NA
Sultanine blanche,1566,819A3,17,1978,NA,NA,16/8/78,NA
Sultanine blanche,1566,819A3,17,1988,5/4/88,NA,NA,5/9/88
Sultanine blanche,1566,819A4,18,1956,NA,NA,NA,NA
Sultanine blanche,1566,819A4,18,1957,NA,NA,NA,NA
Sultanine blanche,1566,819A4,18,1958,NA,NA,NA,NA
Sultanine blanche,1566,819A4,18,1959,16/3/59,NA,NA,NA
Sultanine blanche,1566,819A4,18,1960,9/3/60,NA,NA,NA
Sultanine blanche,1566,819A4,18,1961,12/3/61,NA,NA,11/9/61
Sultanine blanche,1566,819A4,18,1965,30/3/65,NA,NA,20/9/65
Sultanine blanche,1566,819A4,18,1966,NA,NA,NA,19/9/66
Sultanine blanche,1566,819A4,18,1976,NA,NA,29/7/76,NA
Sultanine blanche,1566,819A4,18,1977,NA,NA,16/8/77,NA
Sultanine blanche,1566,819A4,18,1978,NA,NA,16/8/78,NA
Sultanine blanche,1566,819A4,18,1988,6/4/88,NA,NA,NA
Sultanine blanche,1566,819A5,19,1956,NA,NA,NA,NA
Sultanine blanche,1566,819A5,19,1957,NA,NA,NA,NA
Sultanine blanche,1566,819A5,19,1958,NA,NA,NA,NA
Sultanine blanche,1566,819A5,19,1959,17/3/59,NA,NA,NA
Sultanine blanche,1566,819A5,19,1960,11/3/60,NA,NA,NA
Sultanine blanche,1566,819A5,19,1961,11/3/61,NA,NA,NA
Sultanine blanche,1566,819A5,19,1965,1/4/65,NA,NA,14/9/65
Sultanine blanche,1566,819A5,19,1988,11/3/88,NA,NA,NA
Sultanine blanche,1566,819A5,19,1966,NA,NA,NA,11/9/66
Sultanine blanche,1566,819A5,19,1972,NA,NA,NA,19/9/72
Sultanine blanche,1566,819A5,19,1976,NA,NA,29/7/76,NA
Sultanine blanche,1566,819A5,19,1977,NA,NA,16/8/77,NA
Sultanine blanche,1566,819A5,19,1978,NA,NA,16/8/78,NA
Sultanine blanche,1566,1212A3,20,1956,NA,NA,NA,NA
Sultanine blanche,1566,1212A3,20,1957,NA,NA,NA,NA
Sultanine blanche,1566,1212A3,20,1958,28/3/58,NA,NA,NA
Sultanine blanche,1566,1212A3,20,1959,25/3/59,NA,NA,18/8/59
Sultanine blanche,1566,1212A3,20,1960,27/3/60,NA,NA,19/8/60
Sultanine blanche,1566,1212A3,20,1961,NA,NA,NA,NA
Sultanine blanche,1566,1012S5,21,1956,28/3/56,NA,NA,NA
Sultanine blanche,1566,1012S5,21,1957,1/4/57,NA,NA,NA
Sultanine blanche,1566,1012S5,21,1958,5/4/58,NA,NA,NA
Sultanine blanche,1566,1012S5,21,1959,NA,NA,NA,NA
Sultanine blanche,1566,1012S5,21,1960,NA,NA,NA,NA
Sultanine blanche,1566,1012S5,21,1961,NA,NA,NA,NA
Sultanine blanche,1566,1012S5,21,1963,NA,NA,NA,23/9/63
Sultanine blanche,1566,1012S5,21,1965,NA,NA,NA,31/8/65
Sultanine blanche,1566,1012S5,21,1979,NA,NA,23/7/79,NA
Sultanine blanche,1566,1012S5,21,1980,NA,NA,11/8/80,NA
Sultanine blanche,1566,1012S5,21,1981,NA,NA,6/8/81,NA
Sultanine blanche,1566,819A2,22,1956,NA,NA,NA,NA
Sultanine blanche,1566,819A2,22,1957,NA,NA,NA,NA
Sultanine blanche,1566,819A2,22,1958,NA,NA,NA,NA
Sultanine blanche,1566,819A2,22,1959,NA,NA,NA,NA
Sultanine blanche,1566,819A2,22,1960,15/3/60,NA,NA,NA
Sultanine blanche,1566,819A2,22,1961,15/3/61,NA,NA,11/9/61
Sultanine blanche,1566,819A2,22,1965,31/3/65,NA,NA,27/9/65
Sultanine blanche,1566,819A2,22,1966,14/3/66,NA,NA,19/9/66
Sultanine blanche,1566,819A2,22,1992,NA,2/6/92,NA,NA
Sultanine blanche,1566,819A2,22,1996,25/3/96,10/6/96,NA,19/9/96
Sultanine blanche,1566,1013A7,23,1956,NA,NA,NA,NA
Sultanine blanche,1566,1013A7,23,1957,NA,NA,NA,NA
Sultanine blanche,1566,1013A7,23,1958,NA,NA,NA,NA
Sultanine blanche,1566,1013A7,23,1959,NA,NA,NA,NA
Sultanine blanche,1566,1013A7,23,1960,NA,NA,NA,NA
Sultanine blanche,1566,1013A7,23,1961,NA,NA,NA,NA
Sultanine blanche,1566,1013A7,23,1963,28/3/63,NA,NA,NA
Sultanine blanche,1566,1013A7,23,1964,26/3/64,NA,NA,NA
Sultanine blanche,1566,1013A7,23,1965,27/3/65,NA,NA,NA
Sultanine blanche,1566,1013A7,23,1966,NA,NA,NA,30/8/66
Sultanine blanche,1566,1013A7,23,1969,NA,NA,NA,17/9/69
Sultanine blanche,1566,1013A7,23,1980,NA,NA,25/8/80,NA
Sultanine blanche,1566,127S6,25,1956,NA,NA,NA,NA
Sultanine blanche,1566,127S6,25,1957,NA,NA,NA,NA
Sultanine blanche,1566,127S6,25,1958,NA,NA,NA,NA
Sultanine blanche,1566,127S6,25,1959,NA,NA,NA,NA
Sultanine blanche,1566,127S6,25,1960,NA,NA,NA,NA
Sultanine blanche,1566,127S6,25,1961,NA,NA,NA,NA
Sultanine blanche,1566,127S6,25,1968,25/3/68,NA,NA,NA
Sultanine blanche,1566,127S6,25,1969,24/3/69,NA,NA,NA
Sultanine blanche,1566,127S6,25,1970,31/3/70,NA,NA,NA
Sultanine blanche,1566,127S6,25,1971,NA,NA,NA,7/9/71
Sultanine blanche,1566,127S6,25,1972,NA,NA,NA,28/8/72
Sultanine blanche,1566,127S6,25,1974,NA,NA,NA,29/8/74
Sultanine blanche,1566,810S7,26,1956,NA,NA,NA,NA
Sultanine blanche,1566,810S7,26,1957,18/3/57,NA,NA,NA
Sultanine blanche,1566,810S7,26,1958,6/4/58,NA,NA,NA
Sultanine blanche,1566,810S7,26,1959,27/3/59,NA,NA,NA
Sultanine blanche,1566,810S7,26,1960,6/4/60,NA,NA,31/8/60
Sultanine blanche,1566,810S7,26,1961,NA,NA,NA,NA
Sultanine blanche,1566,810S7,26,1965,NA,NA,NA,30/8/65
Sultanine blanche,1566,810S7,26,1969,NA,NA,NA,29/8/69
Sultanine blanche,1566,133S4,27,1956,NA,NA,NA,NA
Sultanine blanche,1566,133S4,27,1957,NA,NA,NA,NA
Sultanine blanche,1566,133S4,27,1958,NA,NA,NA,NA
Sultanine blanche,1566,133S4,27,1959,NA,NA,NA,NA
Sultanine blanche,1566,133S4,27,1960,NA,NA,NA,NA
Sultanine blanche,1566,133S4,27,1961,NA,NA,NA,NA
Sultanine blanche,1566,133S4,27,1973,3/4/73,NA,NA,NA
Sultanine blanche,1566,133S4,27,1974,1/4/74,NA,NA,28/8/74
Sultanine blanche,1566,133S4,27,1975,28/9/75,NA,NA,18/8/75
Sultanine blanche,1566,133S4,27,1976,NA,NA,NA,17/8/76
Sultanine blanche,1566,133S4,27,1980,NA,NA,4/8/80,NA
Sultanine blanche,1566,133S4,27,1981,NA,NA,10/8/81,NA
Sultanine blanche,1566,133S4,27,1982,NA,NA,22/7/82,NA
Sultanine blanche,1566,133S4,27,1992,NA,29/5/92,NA,NA
Sultanine blanche,1566,140A3,28,1956,NA,NA,NA,NA
Sultanine blanche,1566,140A3,28,1957,NA,NA,NA,NA
Sultanine blanche,1566,140A3,28,1958,NA,NA,NA,NA
Sultanine blanche,1566,140A3,28,1959,NA,NA,NA,NA
Sultanine blanche,1566,140A3,28,1960,NA,NA,NA,NA
Sultanine blanche,1566,140A3,28,1961,NA,NA,NA,NA
Sultanine blanche,1566,140A3,28,1974,27/3/74,NA,NA,NA
Sultanine blanche,1566,140A3,28,1975,17/3/75,NA,NA,22/9/75
Sultanine blanche,1566,140A3,28,1976,22/3/76,NA,NA,31/8/76
Sultanine blanche,1566,140A3,28,1977,NA,NA,NA,29/8/77
Sultanine blanche,1566,140A3,28,1980,NA,NA,15/8/80,NA
Sultanine blanche,1566,140A3,28,1982,NA,NA,20/8/82,NA
Sultanine blanche,1566,140A3,28,1983,NA,NA,22/7/83,NA
Sultanine blanche,1566,140A3,28,1996,11/3/96,NA,NA,NA
Sultanine blanche,1566,140A5,29,1956,NA,NA,NA,NA
Sultanine blanche,1566,140A5,29,1957,NA,NA,NA,NA
Sultanine blanche,1566,140A5,29,1958,NA,NA,NA,NA
Sultanine blanche,1566,140A5,29,1959,NA,NA,NA,NA
Sultanine blanche,1566,140A5,29,1960,NA,NA,NA,NA
Sultanine blanche,1566,140A5,29,1961,NA,NA,NA,NA
Sultanine blanche,1566,140A5,29,1974,30/3/74,NA,NA,20/8/74
Sultanine blanche,1566,140A5,29,1975,17/3/75,NA,NA,24/9/75
Sultanine blanche,1566,140A5,29,1977,25/3/77,NA,NA,31/8/76
Sultanine blanche,1566,140A5,29,1980,NA,NA,15/8/80,NA
Sultanine blanche,1566,140A5,29,1982,NA,NA,20/8/82,NA
Sultanine blanche,1566,140A5,29,1983,NA,NA,22/7/83,NA
Sultanine blanche,1566,140A5,29,1996,18/3/96,NA,NA,NA
Sultanine blanche,1566,140A6,30,1956,NA,NA,NA,NA
Sultanine blanche,1566,140A6,30,1957,NA,NA,NA,NA
Sultanine blanche,1566,140A6,30,1958,NA,NA,NA,NA
Sultanine blanche,1566,140A6,30,1959,NA,NA,NA,NA
Sultanine blanche,1566,140A6,30,1960,NA,NA,NA,NA
Sultanine blanche,1566,140A6,30,1961,NA,NA,NA,NA
Sultanine blanche,1566,140A6,30,1974,21/3/74,NA,NA,NA
Sultanine blanche,1566,140A6,30,1975,18/3/75,NA,NA,NA
Sultanine blanche,1566,140A6,30,1976,21/3/76,NA,NA,NA
Sultanine blanche,1566,140A6,30,1980,NA,NA,15/8/80,14/9/80
Sultanine blanche,1566,140A6,30,1982,NA,NA,20/8/82,NA
Sultanine blanche,1566,140A6,30,1983,NA,NA,22/7/83,NA
Sultanine blanche,1566,140A6,30,1985,NA,NA,NA,27/8/80
Sultanine blanche,1566,140A6,30,1989,NA,27/5/89,NA,24/8/85
Sultanine blanche,1566,140A6,30,1995,NA,2/6/95,NA,NA
Sultanine blanche,1566,140A6,30,1996,NA,30/5/96,NA,NA
Sultanine blanche,1566,140S2,31,1956,NA,NA,NA,NA
Sultanine blanche,1566,140S2,31,1957,NA,NA,NA,NA
Sultanine blanche,1566,140S2,31,1958,NA,NA,NA,NA
Sultanine blanche,1566,140S2,31,1959,NA,NA,NA,NA
Sultanine blanche,1566,140S2,31,1960,NA,NA,NA,NA
Sultanine blanche,1566,140S2,31,1961,NA,NA,NA,NA
Sultanine blanche,1566,140S2,31,1974,27/3/74,NA,NA,NA
Sultanine blanche,1566,140S2,31,1975,24/3/75,NA,NA,NA
Sultanine blanche,1566,140S2,31,1976,22/3/76,NA,NA,31/8/76
Sultanine blanche,1566,140S2,31,1980,NA,NA,15/8/80,24/9/80
Sultanine blanche,1566,140S2,31,1982,NA,NA,20/8/82,8/8/82
Sultanine blanche,1566,140S2,31,1983,NA,NA,22/7/83,NA
Sultanine blanche,1566,140S2,31,1992,NA,31/5/92,NA,NA
Sultanine blanche,1566,140S2,31,1995,NA,2/6/95,NA,NA
Sultanine blanche,1566,cl7R7s331.340,32,1956,NA,NA,NA,NA
Sultanine blanche,1566,cl7R7s331.340,32,1957,NA,NA,NA,NA
Sultanine blanche,1566,cl7R7s331.340,32,1958,NA,NA,NA,NA
Sultanine blanche,1566,cl7R7s331.340,32,1959,NA,NA,NA,NA
Sultanine blanche,1566,cl7R7s331.340,32,1960,NA,NA,NA,NA
Sultanine blanche,1566,cl7R7s331.340,32,1961,NA,NA,NA,NA
Sultanine blanche,1566,87A2,33,1956,5/4/56,NA,NA,NA
Sultanine blanche,1566,87A2,33,1957,18/3/57,NA,NA,NA
Sultanine blanche,1566,87A2,33,1958,7/4/58,NA,NA,NA
Sultanine blanche,1566,87A2,33,1959,27/3/59,NA,NA,NA
Sultanine blanche,1566,87A2,33,1960,NA,NA,NA,23/8/60
Sultanine blanche,1566,87A2,33,1961,NA,NA,NA,NA
Sultanine blanche,1566,10R7s306,34,1956,NA,NA,NA,NA
Sultanine blanche,1566,10R7s306,34,1957,NA,NA,NA,NA
Sultanine blanche,1566,10R7s306,34,1958,NA,NA,NA,NA
Sultanine blanche,1566,10R7s306,34,1959,NA,NA,NA,NA
Sultanine blanche,1566,10R7s306,34,1960,NA,NA,NA,NA
Sultanine blanche,1566,10R7s306,34,1961,NA,NA,NA,NA
Sultanine blanche,1566,10R7s306,34,1992,19/3/92,NA,NA,NA
Sultanine blanche,1566,10R7s306,34,1993,18/3/93,1/6/93,25/7/93,20/8/93
Sultanine blanche,1566,10R7s306,34,1994,7/3/94,25/5/94,12/7/94,16/8/94
Sultanine blanche,1566,10R7s306,34,1995,NA,8/6/95,1/8/95,4/9/95
Vidiano,1814,7Rg10s356,1,1989,27/3/89,5/6/89,7/8/89,11/9/89
Vidiano,1814,7Rg10s356,1,1990,21/3/90,29/5/90,4/8/90,12/9/90
Vidiano,1814,7Rg10s356,1,1991,19/3/91,20/6/91,13/8/91,23/9/91
Szemendriai feher/Dimiat,1666,1115A3,1,1956,28/3/56,NA,NA,24/9/56
Szemendriai feher/Dimiat,1666,1115A3,1,1957,11/3/57,NA,NA,24/9/57
Szemendriai feher/Dimiat,1666,1115A3,1,1958,22/3/58,NA,NA,4/9/58
Szemendriai feher/Dimiat,1666,1115A3,1,1959,NA,NA,NA,31/8/59
Szemendriai feher/Dimiat,1666,1115A3,1,1960,NA,NA,NA,NA
Szemendriai feher/Dimiat,1666,1115A3,1,1968,15/3/68,NA,NA,NA
Szemendriai feher/Dimiat,1666,1115A3,1,1969,22/3/69,NA,NA,NA
Szemendriai feher/Dimiat,1666,1115A3,1,1970,23/3/70,NA,6/8/70,14/9/70
Szemendriai feher/Dimiat,1666,1115A3,1,1971,NA,NA,16/8/71,3/9/71
Szemendriai feher/Dimiat,1666,1115A3,1,1972,NA,NA,9/8/72,11/9/72
Bogaz kere,2104,531S6,1,1962,31/3/62,NA,NA,NA
Szemendriai feher/Dimiat,1666,1115A3,1,1963,5/4/63,NA,NA,30/9/63
Szemendriai feher/Dimiat,1666,1115A3,1,1964,26/3/64,NA,NA,NA
Szemendriai feher/Dimiat,1666,1115A3,1,1965,1/4/65,NA,NA,NA
Szemendriai feher/Dimiat,1666,1115A3,1,1989,3/4/89,7/6/89,16/8/89,10/9/89
Szemendriai feher/Dimiat,1666,1115A3,1,1992,NA,22/5/92,17/8/92,24/9/92
Naose,1741,8P9A7,1,1959,12/3/59,NA,NA,NA
Naose,1741,8P9A7,1,1960,NA,NA,NA,20/7/60
Naose,1741,8P9A7,1,1961,9/3/61,NA,NA,NA
Naose,1741,8P9A7,1,1965,1/4/65,NA,NA,NA
Naose,1741,8P9A7,1,1966,4/3/66,NA,NA,NA
Naose,1741,8P9A7,1,1968,NA,NA,NA,23/7/68
Naose,1741,8P9A7,1,1969,NA,NA,NA,6/8/69
Naose,1741,8P9A7,1,1988,21/3/88,3/6/88,20/7/88,16/8/88
Hunisa,2903,7Rgs356,1,1989,16/3/89,5/6/89,16/8/89,13/9/89
Hunisa,2903,7Rgs356,1,1990,19/3/90,25/5/90,13/8/90,18/9/90
Hunisa,2903,7Rgs356,1,1991,18/3/91,10/6/91,26/8/91,30/9/91
Hunisa,2903,7Rgs356,1,1992,16/3/92,28/5/92,17/8/92,28/9/92
Trousseau_Gris,457,510A8,1,1957,5/3/57,NA,NA,NA
Trousseau_Gris,457,510A8,1,1958,25/3/58,NA,NA,5/9/57
Trousseau_Gris,457,510A8,1,1959,25/3/58,NA,NA,31/8/59
Trousseau_Gris,457,510A8,1,1960,12/3/60,NA,NA,NA
Trousseau_Gris,457,510A8,1,1961,5/3/61,NA,NA,14/8/1961
Trousseau_Gris,457,510A8,1,1963,NA,NA,NA,2/9/63
Trousseau_Gris,457,510A8,1,1971,NA,NA,NA,23/8/1974
Trousseau_Gris,457,510A8,1,1972,NA,NA,NA,28/8/72
Trousseau_Gris,457,510A8,1,1974,NA,NA,NA,14/8/74
Trousseau_Gris,457,510A8,1,1976,NA,NA,29/7/76,NA
Trousseau_Gris,457,510A8,1,1977,NA,NA,1/8/77,NA
Trousseau_Gris,457,510A8,1,1978,NA,NA,5/8/78,NA
Trousseau_Gris,457,510A8,1,1989,NA,NA,20/7/1989,NA
Trousseau_Gris,457,510A8,1,1989,NA,27/5/89,NA,NA
Trousseau_Gris,457,510A8,1,1996,NA,30/5/96,NA,NA
Trousseau_Gris,457,46A12,2,1971,1/4/71,NA,NA,23/8/1974
Trousseau_Gris,457,46A12,2,1972,17/3/72,NA,NA,28/8/72
Trousseau_Gris,457,46A12,2,1973,3/4/73,NA,NA,NA
Trousseau_Gris,457,46A12,2,1974,NA,NA,NA,14/8/74
Trousseau_Gris,457,46A12,2,1979,NA,NA,30/7/1979,NA
Trousseau_Gris,457,46A12,2,1980,NA,NA,14/8/1980,NA
Trousseau_Gris,457,46A12,2,1981,NA,NA,27/7/1981,NA
Trousseau_Gris,457,46A12,2,1996,NA,NA,1/6/96,NA
Trousseau_Gris,457,2RIOSH16,3,2000,7/3/00,29/5/2000,24/7/2000,21/8/2000
Terret d'Afrique,457,510A8,1,1956,23/3/1956,NA,NA,NA
Terret d'Afrique,457,510A8,1,1957,13/3/1957,NA,NA,NA
Terret d'Afrique,457,510A8,1,1958,31/3/1958,NA,NA,NA
Terret d'Afrique,457,510A8,1,1959,18/3/1959,NA,NA,NA
Terret d'Afrique,457,510A8,1,1976,NA,NA,29/7/1976,NA
Terret d'Afrique,457,510A8,1,1977,NA,NA,1/8/77,NA
Terret d'Afrique,457,510A8,1,1978,NA,NA,5/8/78,NA
Terret d'Afrique,457,46A12,2,1976,NA,NA,30/7/1979,NA
Terret d'Afrique,457,46A12,2,1977,NA,NA,14/8/1980,NA
Terret d'Afrique,457,46A12,2,1978,NA,NA,27/7/1981,NA
Viognier,189,63A6,1,1964,NA,NA,NA,NA
Viognier,189,63A6,1,1965,NA,NA,NA,NA
Viognier,189,63A6,1,1966,NA,NA,NA,30/8/1966
Viognier,189,63A6,1,1967,NA,NA,NA,30/8/1967
Viognier,189,63A6,1,1969,NA,NA,NA,10/9/69
Viognier,189,63A6,1,1956,23/3/1956,NA,NA,NA
Viognier,189,63A6,1,1957,13/3/1957,NA,NA,NA
Viognier,189,63A6,1,1958,31/3/1958,NA,NA,4/9/58
Viognier,189,63A6,1,1959,18/3/1959,NA,NA,25/8/1959
Viognier,189,63A6,1,1976,NA,NA,9/8/76,NA
Viognier,189,63A6,1,1977,NA,NA,12/8/77,NA
Viognier,189,63A6,1,1978,NA,NA,8/8/78,NA
Viognier,189,10.22A5,3,1965,27/3/1965,NA,NA,NA
Viognier,189,10.22A5,3,1966,14/3/1966,NA,NA,30/8/1966
Viognier,189,10.22A5,3,1967,13/3/1967,NA,NA,30/8/1967
Viognier,189,10.22A5,3,1969,NA,NA,NA,10/9/69
Viognier,189,10.22A6,4,1965,27/3/1965,NA,NA,NA
Viognier,189,10.22A6,4,1966,12/3/66,NA,NA,30/8/1966
Viognier,189,10.22A6,4,1967,103/1967,NA,NA,30/8/1967
Viognier,189,10.22A6,4,1968,NA,NA,NA,30/8/1968
Viognier,189,10.22A7,5,1966,12/3/66,NA,NA,30/8/1966
Viognier,189,10.22A7,5,1967,8/3/67,NA,NA,30/8/1967
Viognier,189,10.22A7,5,1969,NA,NA,NA,10/9/69
Viognier,189,10.22A8,6,1964,26/3/1964,NA,NA,NA
Viognier,189,10.22A8,6,1965,27/3/1964,NA,NA,NA
Viognier,189,10.22A8,6,1966,12/3/66,NA,NA,30/8/1966
Viognier,189,10.22A8,6,1967,NA,NA,NA,30/8/1967
Viognier,189,10.22A8,6,1969,NA,NA,NA,2/9/68
Viognier,189,10.22A8,7,1964,26/3/1964,NA,NA,NA
Viognier,189,10.22A8,7,1965,27/3/1965,NA,NA,NA
Viognier,189,10.22A8,7,1966,12/3/66,NA,NA,NA
Viognier,189,10.22A8,7,1967,NA,NA,NA,6/9/67
Viognier,189,10.22A8,7,1968,NA,NA,NA,27/8/68
Viognier,189,10.22A8,7,1969,NA,NA,NA,10/9/69
Viognier,189,10.22A8,7,1976,NA,NA,6/8/76,NA
Viognier,189,10.22A8,7,1977,NA,NA,25/8/77,NA
Viognier,189,10.22A8,7,1978,NA,NA,6/8/78,NA
Viognier,189,4.23511,8,1966,5/3/66,NA,NA,10/8/66
Viognier,189,4.23511,8,1967,10/3/66,NA,NA,22/8/1967
Viognier,189,4.23511,8,1968,27/3/1968,NA,NA,2/9/68
Viognier,189,4.23512,9,1966,9/3/66,NA,NA,30/08/1966
Viognier,189,4.23512,9,1967,14/3/1967,NA,NA,22/8/1967
Viognier,189,4.23512,9,1968,25/3/1968,NA,NA,NA
Viognier,189,4.23512,9,1969,NA,NA,NA,10/9/69
Viognier,189,10.754,10,1964,26/3/1964,NA,NA,NA
Viognier,189,10.754,10,1965,NA,NA,NA,18/8/1965
Viognier,189,10.754,10,1966,12/3/66,NA,NA,17/8/1966
Viognier,189,10.754,10,1967,12/3/67,NA,NA,NA
Viognier,189,10.754,10,1968,NA,NA,NA,17/8/1968
Viognier,189,10.754,10,1976,NA,NA,6/8/76,NA
Viognier,189,10.754,10,1977,NA,NA,18/8/1977,NA
Viognier,189,10.754,10,1978,NA,NA,6/8/78,NA
Viognier,189,10.755,11,1963,8/4/63,NA,NA,NA
Viognier,189,10.755,11,1964,1/4/64,NA,NA,27/8/1964
Viognier,189,10.755,11,1965,30/3/1965,NA,NA,18/8/1965
Viognier,189,10.755,11,1966,16/3/1966,NA,NA,30/8/1966
Viognier,189,5.22A10,12,1976,NA,NA,26/7/1976,NA
Viognier,189,5.22A10,12,1977,NA,NA,8/8/77,NA
Viognier,189,5.22A10,12,1978,NA,NA,9/8/78,5/9/79
Viognier,189,5.22A10,12,1979,15/3/1979,NA,NA,NA
Viognier,189,5.22A10,12,1980,24/3/1980,NA,NA,17/9/80
Viognier,189,5.22A10,12,1981,26/3/1981,NA,NA,25/8/81
Viognier,189,5.22A10,12,1994,NA,25/5/94,1/8/94,NA
Viognier,189,5.22A10,12,1995,NA,27/5/95,7/8/95,NA
Auxerrois blanc,279,NA,1,1956,3/4/56,NA,NA,27/8/1956
Auxerrois blanc,279,NA,1,1957,19/3/57,NA,NA,12/8/57
Auxerrois blanc,279,NA,1,1958,1/4/58,NA,NA,11/8/58
Auxerrois blanc,279,NA,2,1956,31/3/1956,NA,NA,3/9/56
Auxerrois blanc,279,NA,2,1957,19/3/1957,NA,NA,13/8/1957
Auxerrois blanc,279,NA,2,1958,2/4/58,NA,NA,11/8/58
Auxerrois blanc,279,NA,2,1959,24/3/1959,NA,NA,NA
Auxerrois blanc,279,NA,3,1956,30/3/1956,NA,NA,3/9/56
Auxerrois blanc,279,NA,3,1957,18/3/1957,NA,NA,13/8/1957
Auxerrois blanc,279,NA,3,1958,3/6/58,NA,NA,11/8/58
Auxerrois blanc,279,NA,3,1959,24/3/1959,NA,NA,NA
Auxerrois blanc,279,NA,4,1956,NA,NA,NA,22/8/1956
Auxerrois blanc,279,NA,4,1957,14/3/1957,NA,NA,26/8/1957
Auxerrois blanc,279,NA,4,1958,29/3/1958,NA,NA,19/9/1958
Auxerrois blanc,279,NA,4,1959,20/3/1959,NA,NA,NA
Auxerrois blanc,279,NA,6,1956,NA,NA,NA,17/9/1956
Auxerrois blanc,279,NA,6,1957,20/3/1957,NA,NA,NA
Auxerrois blanc,279,NA,6,1958,2/4/58,NA,NA,28/8/1958
Auxerrois blanc,279,NA,6,1959,29/3/1959,NA,NA,31/8/1959
Auxerrois blanc,279,NA,7,1956,3/4/56,NA,NA,17/9/1956
Auxerrois blanc,279,NA,7,1957,19/3/1957,NA,NA,19/8/1957
Auxerrois blanc,279,NA,7,1958,1/4/58,NA,NA,4/9/58
Auxerrois blanc,279,NA,7,1959,NA,NA,NA,19/8/1959
Auxerrois blanc,279,NA,8,1956,2/4/56,NA,NA,17/9/1956
Auxerrois blanc,279,NA,8,1957,19/3/1957,NA,NA,19/8/1957
Auxerrois blanc,279,NA,8,1958,2/4/58,NA,NA,27/8/1958
Auxerrois blanc,279,NA,8,1959,NA,NA,NA,19/8/1959
Auxerrois blanc,279,NA,9,1956,2/4/56,NA,NA,1/10/56
Auxerrois blanc,279,NA,9,1958,18/3/1957,NA,NA,4/9/58
Auxerrois blanc,279,NA,9,1959,1/4/58,NA,NA,19/8/1959
Auxerrois blanc,279,NA,9,1960,3/4/60,NA,NA,23/8/1960
Auxerrois blanc,279,NA,10,1956,3/4/58,NA,NA,28/8/1956
Auxerrois blanc,279,NA,10,1957,21/3/1957,NA,NA,20/8/1957
Auxerrois blanc,279,NA,10,1958,3/4/58,NA,NA,5/9/58
Auxerrois blanc,279,NA,10,1959,25/3/1959,NA,NA,NA
Sauvignon rose aromatique,258,l5P16S7,1,1958,27/3/1958,NA,NA,12/8/58
Sauvignon rose aromatique,258,l5P16S7,1,1959,19/3/1959,NA,NA,17/8/1959
Sauvignon rose aromatique,258,l5P16S7,1,1960,14/3/1960,NA,NA,8/8/60
Sauvignon rose aromatique,258,l5P16S7,1,1961,NA,NA,NA,21/8/1961
Sauvignon rose aromatique,258,7S74,2,1956,30/3/1956,NA,NA,17/9/1956
Sauvignon rose aromatique,258,7S74,2,1957,7/3/57,NA,NA,13/8/1957
Sauvignon rose aromatique,258,7S74,2,1958,29/3/1958,NA,NA,18/8/1958
Sauvignon rose aromatique,258,7S74,2,1959,24/3/1959,NA,NA,18/8/1959
Sauvignon rose aromatique,258,l5A149 (IV1652),3,1957,6/3/57,NA,NA,16/8/1957
Sauvignon rose aromatique,258,l5A149 (IV1652),3,1958,19/3/1958,NA,NA,5/9/58
Sauvignon rose aromatique,258,l5A149 (IV1652),3,1959,18/3/1959,NA,NA,19/8/1959
Sauvignon rose aromatique,258,l5A149 (IV1652),3,1960,9/3/60,NA,NA,17/8/1960
Sauvignon rose aromatique,258,l5A149 (IV1652),3,1976,NA,NA,29/7/1976,NA
Sauvignon rose aromatique,258,l5A149 (IV1652),3,1977,NA,NA,8/8/77,NA
Sauvignon rose aromatique,258,l5A149 (IV1652),3,1978,NA,NA,4/8/78,NA
Sauvignon rose aromatique,258,l5A149 (IV1652),3,1994,NA,28/5/1994,NA,NA
