variety,variety_ID,clone_ID,clone_num,year,bud_day,flow_day,ver_day,mat_day
Meunier,206,135A4,16,1982,NA,NA,12/7/82,NA
Meunier,206,135A4,16,1992,NA,23/5/92,NA,NA
Meunier,206,135A4,16,1994,NA,24/5/94,NA,NA
Meunier,206,135A4,16,1995,NA,24/5/95,NA,NA
Meunier,206,133S3,17,1973,NA,NA,NA,27/8/73
Meunier,206,133S3,17,1974,25/3/74,NA,NA,14/8/74
Meunier,206,133S3,17,1975,12/3/75,NA,NA,13/8/75
Meunier,206,133S3,17,1976,18/3/76,NA,NA,NA
Meunier,206,133S3,17,1980,NA,NA,4/8/80,NA
Meunier,206,133S3,17,1981,NA,NA,24/7/81,NA
Meunier,206,133S3,17,1982,NA,NA,22/7/82,NA
Meunier,206,133S3,17,1992,NA,20/5/92,NA,NA
Meunier,206,133S3,17,1994,NA,25/5/94,NA,NA
Meunier,206,133S3,17,1995,NA,25/5/95,NA,NA
Meunier,206,132A2,18,1973,NA,NA,NA,14/8/73
Meunier,206,132A2,18,1974,24/3/74,NA,NA,2/8/74
Meunier,206,132A2,18,1975,10/3/75,NA,NA,19/8/75
Meunier,206,132A2,18,1976,15/3/76,NA,NA,NA
Meunier,206,132A2,18,1980,NA,NA,28/7/80,NA
Meunier,206,132A2,18,1981,NA,NA,24/7/81,NA
Meunier,206,132A2,18,1982,NA,NA,12/7/82,NA
Meunier,206,132A2,18,1992,NA,24/5/92,NA,NA
Meunier,206,132A2,18,1994,NA,24/5/94,NA,NA
Meunier,206,132A2,18,1995,NA,25/5/95,NA,NA
Meunier,206,1321A7,19,1973,NA,NA,NA,NA
Meunier,206,1321A7,19,1974,NA,NA,NA,NA
Meunier,206,1321A7,19,1975,NA,NA,NA,NA
Meunier,206,1321A7,19,1976,NA,NA,NA,NA
Meunier,206,1426A1,20,1973,NA,NA,NA,NA
Meunier,206,1426A1,20,1974,NA,NA,NA,NA
Meunier,206,1426A1,20,1975,NA,NA,NA,NA
Meunier,206,1426A1,20,1976,NA,NA,NA,NA
Meunier,206,10RSs386,21,1994,3/3/94,16/5/94,21/7/94,8/8/94
Meunier,206,10RSs386,21,1995,13/3/95,23/5/95,20/7/95,16/8/95
Pinot blanc,194,cl5P14S6,1,1956,NA,NA,NA,19/8/56
Pinot blanc,194,cl5P14S6,1,1957,NA,NA,NA,NA
Pinot blanc,194,cl5P14S6,1,1958,26/3/58,NA,NA,NA
Pinot blanc,194,cl5P14S6,1,1959,19/3/59,NA,NA,17/8/59
Pinot blanc,194,cl5P14S6,1,1960,14/3/60,NA,NA,16/8/60
Pinot blanc,194,cl5P14S6,1,1961,11/3/61,NA,NA,NA
Pinot blanc,194,cl5P14S6,1,1962,5/4/62,NA,NA,NA
Pinot blanc,194,7S44,2,1956,29/3/56,NA,NA,10/9/56
Pinot blanc,194,7S44,2,1957,13/3/57,NA,NA,20/8/57
Pinot blanc,194,7S44,2,1958,29/3/58,NA,NA,20/8/59
Pinot blanc,194,7S45,3,1956,29/3/56,NA,NA,10/9/56
Pinot blanc,194,7S45,3,1957,13/3/57,NA,NA,20/8/57
Pinot blanc,194,7S45,3,1958,28/3/58,NA,NA,27/8/58
Pinot blanc,194,4P11S5,4,1956,NA,NA,NA,21/8/56
Pinot blanc,194,4P11S5,4,1957,9/3/57,NA,NA,12/8/57
Pinot blanc,194,4P11S5,4,1958,28/3/58,NA,NA,18/8/58
Pinot blanc,194,4P11S5,4,1959,13/3/59,NA,NA,NA
Pinot blanc,194,4P11S5,4,1960,14/3/60,NA,NA,NA
Pinot blanc,194,4P11S5,4,1961,7/3/61,NA,NA,NA
Pinot blanc,194,4P11S5,4,1976,NA,NA,29/7/76,NA
Pinot blanc,194,4P11S5,4,1977,NA,NA,5/8/77,NA
Pinot blanc,194,4P11S5,4,1978,NA,NA,31/7/78,NA
Pinot blanc,194,4P11S5,4,1996,NA,26/5/96,NA,NA
Pinot blanc,194,8A148,5,1956,NA,NA,NA,21/8/56
Pinot blanc,194,8A148,5,1957,11/3/57,NA,NA,12/8/57
Pinot blanc,194,8A148,5,1958,26/3/58,NA,NA,18/8/58
Pinot blanc,194,8A148,5,1959,15/3/59,NA,NA,NA
Pinot blanc,194,9S41,6,1956,30/3/56,NA,NA,24/8/56
Pinot blanc,194,9S41,6,1957,11/3/57,NA,NA,19/8/57
Pinot blanc,194,9S41,6,1958,27/3/58,NA,NA,27/8/59
Pinot blanc,194,9A28,7,1956,28/3/56,NA,NA,17/9/56
Pinot blanc,194,9A28,7,1957,13/3/57,NA,NA,13/8/57
Pinot blanc,194,9A28,7,1958,NA,NA,NA,NA
Pinot blanc,194,9A41,8,1956,30/3/56,NA,NA,1/10/56
Pinot blanc,194,9A41,8,1957,16/3/57,NA,NA,19/8/57
Pinot blanc,194,9A41,8,1958,28/3/58,NA,NA,21/8/58
Pinot blanc,194,9A41,8,1959,18/3/59,NA,NA,19/8/59
Pinot blanc,194,9A41,8,1960,10/3/60,NA,NA,NA
Pinot blanc,194,9A41,8,1961,27/2/61,NA,NA,NA
Pinot blanc,194,15A141,10,1956,9/3/56,NA,NA,28/8/56
Pinot blanc,194,15A141,10,1957,22/3/57,NA,NA,14/8/57
Pinot blanc,194,15A141,10,1958,14/3/58,NA,NA,19/8/58
Pinot blanc,194,15A141,10,1976,NA,NA,29/7/76,NA
Pinot blanc,194,15A141,10,1977,NA,NA,8/8/77,NA
Pinot blanc,194,15A141,10,1978,NA,NA,31/7/78,NA
Pinot blanc,194,15A141,10,1996,NA,26/5/96,NA,NA
Pinot blanc,194,15A142,11,1956,NA,NA,NA,28/8/56
Pinot blanc,194,15A142,11,1957,19/3/57,NA,NA,14/8/57
Pinot blanc,194,15A142,11,1958,14/3/58,NA,NA,19/8/58
Pinot blanc,194,15A142,11,1959,8/3/59,NA,NA,NA
Pinot blanc,194,15A142,11,1976,NA,NA,29/7/76,NA
Pinot blanc,194,15A142,11,1977,NA,NA,16/8/1977,NA
Pinot blanc,194,15A142,11,1978,NA,NA,31/7/78,NA
Pinot blanc,194,15A142,11,1996,NA,26/5/96,NA,NA
Pinot blanc,194,15A14301.3,12,1956,NA,NA,NA,28/8/56
Pinot blanc,194,15A14301.3,12,1957,11/3/57,NA,NA,14/8/57
Pinot blanc,194,15A14301.3,12,1958,19/3/58,NA,NA,5/9/58
Pinot blanc,194,15A14301.3,12,1959,18/3/59,NA,NA,19/8/59
Pinot blanc,194,15A14301.3,12,1960,20/3/60,NA,NA,NA
Pinot blanc,194,15A14301.3,12,1961,8/3/61,NA,NA,NA
Pinot blanc,194,15A144,13,1956,NA,NA,NA,NA
Pinot blanc,194,15A144,13,1957,9/3/57,NA,NA,14/8/57
Pinot blanc,194,15A144,13,1958,NA,NA,NA,5/9/58
Pinot blanc,194,15A144,13,1959,21/3/59,NA,NA,23/8/59
Pinot blanc,194,15A144,13,1960,14/3/60,NA,NA,23/8/60
Pinot blanc,194,15A144,13,1961,3/3/61,NA,NA,NA
Pinot blanc,194,15A144,13,1962,2/4/62,NA,NA,NA
Pinot blanc,194,15A14304.5,14,1956,NA,NA,NA,NA
Pinot blanc,194,15A14304.5,14,1957,NA,NA,NA,14/8/57
Pinot blanc,194,15A14304.5,14,1958,27/3/58,NA,NA,19/8/59
Pinot blanc,194,15A14304.5,14,1959,14/3/59,NA,NA,19/8/60
Pinot blanc,194,15A14304.5,14,1960,12/3/60,NA,NA,NA
Pinot blanc,194,15A14304.5,14,1961,1/3/61,NA,NA,NA
Pinot blanc,194,151A145,15,1956,NA,NA,NA,NA
Pinot blanc,194,151A145,15,1957,9/9/57,NA,NA,14/8/57
Pinot blanc,194,151A145,15,1958,26/3/58,NA,NA,5/9/58
Pinot blanc,194,151A145,15,1959,21/3/59,NA,NA,19/8/59
Pinot blanc,194,151A145,15,1960,12/3/60,NA,NA,23/8/60
Pinot blanc,194,151A145,15,1962,1/4/62,NA,NA,NA
Pinot blanc,194,151A145,15,1976,NA,NA,29/7/76,NA
Pinot blanc,194,151A145,15,1977,NA,NA,8/8/77,NA
Pinot blanc,194,151A145,15,1978,NA,NA,31/7/78,NA
Pinot blanc,194,151A145,15,1996,NA,29/5/96,NA,NA
Pinot blanc,194,151A146,16,1956,NA,NA,NA,28/8/56
Pinot blanc,194,151A146,16,1957,12/3/57,NA,NA,14/8/57
Pinot blanc,194,151A146,16,1958,28/3/58,NA,NA,5/9/58
Pinot blanc,194,151A146,16,1959,19/3/59,NA,NA,19/8/59
Pinot blanc,194,151A146,16,1960,NA,NA,NA,NA
Pinot blanc,194,151A147,17,1956,NA,NA,NA,28/8/56
Pinot blanc,194,151A147,17,1957,5/3/57,NA,NA,14/8/57
Pinot blanc,194,151A147,17,1958,27/3/58,NA,NA,5/9/58
Pinot blanc,194,151A147,17,1959,14/3/59,NA,NA,19/8/59
Pinot blanc,194,151A147,17,1960,12/3/60,NA,NA,NA
Pinot blanc,194,151A147,17,1961,2/4/61,NA,NA,NA
Pinot blanc,194,151A148,18,1956,NA,NA,NA,28/8/56
Pinot blanc,194,151A148,18,1957,5/3/57,NA,NA,14/8/57
Pinot blanc,194,151A148,18,1958,25/3/58,NA,NA,5/9/58
Pinot blanc,194,151A148,18,1959,21/3/59,NA,NA,19/8/59
Pinot blanc,194,151A148,18,1960,13/3/60,NA,NA,NA
Pinot blanc,194,14S124,19,1956,25/3/56,NA,NA,17/9/56
Pinot blanc,194,14S124,19,1957,8/3/57,NA,NA,21/8/57
Pinot blanc,194,14S124,19,1958,22/3/58,NA,NA,28/8/58
Pinot blanc,194,14S124,19,1959,18/3/59,NA,NA,12/8/59
Pinot blanc,194,14S124,19,1960,12/3/60,NA,NA,NA
Pinot blanc,194,14S124,19,1961,3/3/61,NA,NA,NA
Pinot blanc,194,14S124,19,1962,2/4/62,NA,NA,NA
Pinot blanc,194,cl10P9A6,20,1963,1/4/63,NA,NA,20/8/63
Pinot blanc,194,cl10P9A6,20,1964,31/3/64,NA,NA,11/8/64
Pinot blanc,194,cl10P9A6,20,1965,20/3/65,NA,NA,18/8/65
Pinot blanc,194,1319S8,21,1993,18/3/93,24/5/93,NA,17/8/93
Pinot blanc,194,1319S8,21,1994,7/3/94,19/5/94,NA,8/8/94
Pinot blanc,194,1319S8,21,1995,6/3/95,27/5/95,NA,21/8/95
Pinot gris,195,9A62,1,1956,28/3/56,NA,NA,28/8/56
Pinot gris,195,9A62,1,1957,13/3/57,NA,NA,19/8/57
Pinot gris,195,9A62,1,1958,30/3/58,NA,NA,21/8/58
Pinot gris,195,9A62,1,1959,21/3/59,NA,NA,NA
Pinot gris,195,9A62,1,1960,NA,NA,NA,NA
Pinot gris,195,9S43,2,1956,28/3/56,NA,NA,28/8/56
Pinot gris,195,9S43,2,1957,11/3/57,NA,NA,12/8/57
Pinot gris,195,9S43,2,1958,29/3/58,NA,NA,18/8/58
Pinot gris,195,9S43,2,1959,NA,NA,NA,NA
Pinot gris,195,9S43,2,1960,NA,NA,NA,NA
Pinot gris,195,8S145,3,1956,NA,NA,NA,NA
Pinot gris,195,8S145,3,1957,9/3/57,NA,NA,19/8/57
Pinot gris,195,8S145,3,1958,28/3/58,NA,NA,21/8/58
Pinot gris,195,8S145,3,1959,16/3/59,NA,NA,11/8/59
Pinot gris,195,8S145,3,1960,14/3/60,NA,NA,NA
Pinot gris,195,8S145,3,1961,6/3/61,NA,NA,NA
Pinot gris,195,clP14A6,4,1956,NA,NA,NA,NA
Pinot gris,195,clP14A6,4,1957,NA,NA,NA,NA
Pinot gris,195,clP14A6,4,1958,28/3/58,NA,NA,19/8/58
Pinot gris,195,clP14A6,4,1959,16/3/59,NA,NA,17/8/59
Pinot gris,195,clP14A6,4,1960,16/3/60,NA,NA,1/8/60
Pinot gris,195,clP14A6,4,1961,14/3/61,NA,NA,NA
Pinot gris,195,411S9,5,1956,30/3/56,NA,NA,3/9/56
Pinot gris,195,411S9,5,1957,9/3/57,NA,NA,20/8/57
Pinot gris,195,411S9,5,1958,27/3/58,NA,NA,20/8/58
Pinot gris,195,411S9,5,1959,NA,NA,NA,NA
Pinot gris,195,411S9,5,1960,NA,NA,NA,NA
Pinot gris,195,411S9,5,1996,NA,26/5/96,NA,NA
Pinot gris,195,412A3,6,1956,30/3/56,NA,NA,3/9/56
Pinot gris,195,412A3,6,1957,13/3/57,NA,NA,20/8/57
Pinot gris,195,412A3,6,1958,1/4/58,NA,NA,20/8/58
Pinot gris,195,412A3,6,1959,17/3/59,NA,NA,NA
Pinot gris,195,412A3,6,1960,NA,NA,NA,NA
Pinot gris,195,412A3,6,1996,NA,26/5/96,NA,NA
Pinot gris,195,412A6,7,1956,27/3/56,NA,NA,3/9/56
Pinot gris,195,412A6,7,1957,12/3/57,NA,NA,20/8/57
Pinot gris,195,412A6,7,1958,31/3/58,NA,NA,20/8/58
Pinot gris,195,412A6,7,1959,17/3/59,NA,NA,NA
Pinot gris,195,412A6,7,1960,NA,NA,NA,NA
Pinot gris,195,cl5P14A5,8,1956,NA,NA,NA,NA
Pinot gris,195,cl5P14A5,8,1957,NA,NA,NA,NA
Pinot gris,195,cl5P14A5,8,1958,1/4/58,NA,NA,19/8/58
Pinot gris,195,cl5P14A5,8,1959,16/3/59,NA,NA,17/8/59
Pinot gris,195,cl5P14A5,8,1960,16/3/60,NA,NA,1/8/60
Pinot gris,195,cl5P14A5,8,1961,14/3/61,NA,NA,NA
Pinot gris,195,cl5P14A5,8,1962,5/4/62,NA,NA,NA
Pinot gris,195,cl5P14A5,8,1996,NA,26/5/96,NA,NA
Pinot gris,195,9A65,9,1956,28/3/56,NA,NA,21/8/56
Pinot gris,195,9A65,9,1957,11/3/57,NA,NA,19/8/57
Pinot gris,195,9A65,9,1958,26/3/58,NA,NA,21/8/58
Pinot gris,195,9A65,9,1959,NA,NA,NA,NA
Pinot gris,195,9A65,9,1960,NA,NA,NA,NA
Pinot gris,195,10A93,10,1956,NA,NA,NA,NA
Pinot gris,195,10A93,10,1957,NA,NA,NA,NA
Pinot gris,195,10A93,10,1958,NA,NA,NA,NA
Pinot gris,195,10A93,10,1959,NA,NA,NA,NA
Pinot gris,195,10A93,10,1960,NA,NA,NA,NA
Pinot gris,195,7S35,11,1956,NA,NA,NA,3/9/56
Pinot gris,195,7S35,11,1957,14/3/57,NA,NA,20/8/57
Pinot gris,195,7S35,11,1958,29/3/58,NA,NA,29/8/58
Pinot gris,195,7S35,11,1959,17/3/59,NA,NA,NA
Pinot gris,195,7S35,11,1960,16/3/60,NA,NA,NA
Pinot gris,195,15S142,12,1956,NA,NA,NA,28/8/56
Pinot gris,195,15S142,12,1957,12/3/57,NA,NA,14/8/57
Pinot gris,195,15S142,12,1958,27/3/58,NA,NA,5/9/58
Pinot gris,195,15S142,12,1959,19/3/59,NA,NA,19/8/59
Pinot gris,195,15S142,12,1960,NA,NA,NA,NA
Pinot gris,195,15S143,13,1956,NA,NA,NA,NA
Pinot gris,195,15S143,13,1957,NA,NA,NA,14/8/57
Pinot gris,195,15S143,13,1958,27/3/58,NA,NA,5/9/58
Pinot gris,195,15S143,13,1959,21/3/59,NA,NA,12/8/59
Pinot gris,195,15S143,13,1960,16/3/60,NA,NA,23/8/60
Pinot gris,195,15S143,13,1961,NA,NA,NA,7/8/61
Pinot gris,195,15S143,13,1994,NA,20/5/94,NA,NA
Pinot gris,195,15S143,13,1995,NA,27/5/95,NA,NA
Pinot gris,195,15S143,13,1996,NA,26/5/96,NA,NA
Pinot gris,195,15S144,14,1956,NA,NA,NA,NA
Pinot gris,195,15S144,14,1957,NA,NA,NA,14/8/57
Pinot gris,195,15S144,14,1958,27/3/58,NA,NA,5/9/58
Pinot gris,195,15S144,14,1959,21/3/59,NA,NA,12/8/59
Pinot gris,195,15S144,14,1960,16/3/60,NA,NA,23/8/60
Pinot gris,195,15S144,14,1961,NA,NA,NA,7/8/61
Pinot gris,195,15S145,15,1956,NA,NA,NA,28/8/56
Pinot gris,195,15S145,15,1957,9/3/57,NA,NA,14/8/57
Pinot gris,195,15S145,15,1958,22/3/58,NA,NA,5/9/58
Pinot gris,195,15S145,15,1959,14/3/59,NA,NA,12/8/59
Pinot gris,195,15S145,15,1960,NA,NA,NA,NA
Pinot gris,195,15S146,16,1956,NA,NA,NA,28/8/56
Pinot gris,195,15S146,16,1957,11/3/57,NA,NA,14/8/57
Pinot gris,195,15S146,16,1958,26/3/58,NA,NA,5/9/58
Pinot gris,195,15S146,16,1959,18/3/59,NA,NA,12/8/59
Pinot gris,195,15S146,16,1960,NA,NA,NA,NA
Pinot gris,195,15S146,16,1996,NA,26/5/96,NA,NA
Pinot gris,195,15S147,17,1956,NA,NA,NA,28/8/56
Pinot gris,195,15S147,17,1957,11/3/57,NA,NA,14/8/57
Pinot gris,195,15S147,17,1958,29/3/58,NA,NA,5/9/58
Pinot gris,195,15S147,17,1959,14/3/59,NA,NA,12/8/59
Pinot gris,195,15S147,17,1960,14/3/60,NA,NA,NA
Pinot gris,195,15S148,18,1956,NA,NA,NA,NA
Pinot gris,195,15S148,18,1957,9/3/57,NA,NA,14/8/57
Pinot gris,195,15S148,18,1958,27/3/58,NA,NA,5/9/58
Pinot gris,195,15S148,18,1959,18/3/59,NA,NA,12/8/59
Pinot gris,195,15S148,18,1960,NA,NA,NA,9/8/60
Pinot gris,195,15S148,18,1961,NA,NA,NA,7/8/61
Pinot gris,195,14S121,19,1956,26/3/56,NA,NA,17/9/56
Pinot gris,195,14S121,19,1957,8/3/57,NA,NA,2/9/57
Pinot gris,195,14S121,19,1958,27/3/58,NA,NA,19/8/58
Pinot gris,195,14S121,19,1959,19/3/59,NA,NA,19/8/59
Pinot gris,195,14S121,19,1960,NA,NA,NA,NA
Pinot gris,195,9A119,20,1956,29/3/56,NA,NA,28/8/56
Pinot gris,195,9A119,20,1957,7/3/57,NA,NA,19/8/57
Pinot gris,195,9A119,20,1958,27/3/58,NA,NA,18/8/58
Pinot gris,195,9A119,20,1959,19/3/59,NA,NA,NA
Pinot gris,195,9A119,20,1960,NA,NA,NA,NA
Pinot gris,195,cl10P9A6,21,1963,8/4/63,NA,NA,NA
Pinot gris,195,cl10P9A6,21,1964,1/4/64,NA,NA,11/8/64
Pinot gris,195,cl10P9A6,21,1965,30/3/65,NA,NA,18/8/65
Pinot gris,195,cl10P9A6,21,1966,16/3/66,NA,NA,23/8/66
Pinot gris,195,cl10P9A6,21,1967,NA,NA,NA,NA
Pinot gris,195,cl10P11A8,22,1963,28/3/63,NA,NA,21/8/63
Pinot gris,195,cl10P11A8,22,1964,26/3/64,NA,NA,11/8/64
Pinot gris,195,cl10P11A8,22,1965,30/3/65,NA,NA,18/8/65
Pinot gris,195,cl10P11A8,22,1966,16/3/66,NA,NA,NA
Pinot gris,195,cl10P11A8,22,1967,NA,NA,NA,NA
Pinot gris,195,cl10P11A9,23,1963,22/3/63,NA,NA,NA
Pinot gris,195,cl10P11A9,23,1964,NA,NA,NA,11/8/64
Pinot gris,195,cl10P11A9,23,1965,31/3/65,NA,NA,18/8/65
Pinot gris,195,cl10P11A9,23,1966,16/3/66,NA,NA,23/8/66
Pinot gris,195,cl10P11A9,23,1967,NA,NA,NA,23/8/67
Pinot gris,195,cl10P1558,24,1963,NA,NA,NA,NA
Pinot gris,195,cl10P1558,24,1964,26/3/64,NA,NA,11/8/64
Pinot gris,195,cl10P1558,24,1965,24/3/65,NA,NA,19/8/65
Pinot gris,195,cl10P1558,24,1966,16/3/66,NA,NA,30/8/66
Pinot gris,195,cl10P1558,24,1967,NA,NA,NA,NA
Pinot gris,195,cl10P1559,25,1963,NA,NA,NA,NA
Pinot gris,195,cl10P1559,25,1964,26/3/64,NA,NA,11/8/64
Pinot gris,195,cl10P1559,25,1965,31/3/65,NA,NA,19/8/65
Pinot gris,195,cl10P1559,25,1966,14/3/66,NA,NA,30/8/66
Pinot gris,195,cl10P1559,25,1967,NA,NA,NA,NA
Pinot gris,195,10R4s34,26,1992,23/3/92,20/5/92,21/7/92,17/8/92
Pinot gris,195,10R4s34,26,1993,18/3/93,26/5/93,25/7/93,16/8/93
Pinot gris,195,10R4s34,26,1994,7/3/94,25/5/94,25/7/94,16/8/94
CarignanNoir,18,18Mtp1,NA,1956,4/4/56,NA,NA,10/9/56
CarignanNoir,18,18Mtp1,NA,1957,19/3/57,NA,NA,9/9/57
CarignanNoir,18,18Mtp1,NA,1958,3/4/58,NA,NA,29/8/58
CarignanNoir,18,18Mtp1,NA,1959,26/3/59,NA,NA,NA
CarignanNoir,18,18Mtp1,NA,1960,16/3/60,NA,NA,NA
CarignanNoir,18,18Mtp1,NA,1990,18/9/90,NA,18/9/90,18/9/90
CarignanNoir,18,18Mtp1,NA,1992,14/9/92,NA,14/9/92,14/9/92
CarignanNoir,18,18Mtp1,NA,1993,20/9/93,NA,20/9/93,20/9/93
CarignanNoir,18,18Mtp2,NA,1956,4/4/56,NA,NA,10/9/56
CarignanNoir,18,18Mtp2,NA,1957,19/3/57,NA,NA,23/9/57
CarignanNoir,18,18Mtp2,NA,1958,8/4/58,NA,NA,9/9/58
CarignanNoir,18,18Mtp2,NA,1959,24/3/59,NA,NA,31/8/59
CarignanNoir,18,18Mtp2,NA,1960,24/3/60,NA,NA,NA
CarignanNoir,18,18Mtp2,NA,1972,NA,NA,NA,25/9/72
CarignanNoir,18,18Mtp2,NA,1976,7/4/76,NA,12/8/76,NA
CarignanNoir,18,18Mtp2,NA,1977,NA,NA,30/8/77,NA
CarignanNoir,18,18Mtp2,NA,1978,NA,NA,21/8/78,NA
CarignanNoir,18,18Mtp2,NA,1981,27/3/81,NA,NA,NA
CarignanNoir,18,18Mtp2,NA,1983,1/4/83,NA,NA,NA
CarignanNoir,18,18Mtp2,NA,1986,27/3/86,NA,NA,NA
CarignanNoir,18,18Mtp2,NA,1988,25/3/88,3/6/88,11/8/88,19/9/88
CarignanNoir,18,18Mtp2,NA,1989,20/3/89,30/5/89,7/8/89,11/9/89
CarignanNoir,18,18Mtp2,NA,1990,18/9/90,28/5/90,6/8/90,18/9/90
CarignanNoir,18,18Mtp2,NA,1991,NA,6/6/91,16/8/91,NA
CarignanNoir,18,18Mtp2,NA,1992,14/9/92,30/5/92,10/8/92,14/9/92
CarignanNoir,18,18Mtp2,NA,1993,20/9/93,NA,20/9/93,20/9/93
CarignanNoir,18,18Mtp2,NA,1995,16/3/95,2/6/95,21/8/95,18/9/95
CarignanNoir,18,18Mtp3,NA,1956,3/4/56,NA,NA,10/9/56
CarignanNoir,18,18Mtp3,NA,1957,17/3/57,NA,NA,23/9/57
CarignanNoir,18,18Mtp3,NA,1958,3/4/58,NA,NA,3/9/58
CarignanNoir,18,18Mtp3,NA,1959,24/3/59,NA,NA,31/8/59
CarignanNoir,18,18Mtp3,NA,1960,22/3/60,NA,NA,NA
CarignanNoir,18,18Mtp3,NA,1972,NA,NA,NA,18/9/75
CarignanNoir,18,18Mtp3,NA,1976,22/3/76,NA,5/8/76,NA
CarignanNoir,18,18Mtp3,NA,1977,NA,NA,22/8/77,NA
CarignanNoir,18,18Mtp3,NA,1978,NA,NA,21/8/78,NA
CarignanNoir,18,18Mtp3,NA,1981,3/4/81,NA,NA,NA
CarignanNoir,18,18Mtp3,NA,1983,31/3/83,NA,NA,NA
CarignanNoir,18,18Mtp3,NA,1986,1/4/86,NA,NA,NA
CarignanNoir,18,18Mtp3,NA,1987,NA,NA,6/8/87,14/9/87
CarignanNoir,18,18Mtp3,NA,1988,27/3/88,3/6/88,8/8/88,19/9/88
CarignanNoir,18,18Mtp3,NA,1989,23/3/89,27/5/89,7/8/89,11/9/89
CarignanNoir,18,18Mtp3,NA,1990,18/9/90,28/5/90,6/8/90,18/9/90
CarignanNoir,18,18Mtp3,NA,1991,NA,6/6/91,16/8/91,NA
CarignanNoir,18,18Mtp3,NA,1992,14/9/92,30/5/92,10/8/92,14/9/92
CarignanNoir,18,18Mtp3,NA,1993,20/9/93,NA,20/9/93,20/9/93
CarignanNoir,18,18Mtp3,NA,1995,23/3/95,2/6/95,16/8/95,18/9/95
CarignanNoir,18,18Mtp3,NA,1998,23/3/98,27/5/98,7/8/98,10/9/98
CarignanNoir,18,18Mtp3,NA,1999,23/3/99,27/5/99,3/8/99,7/9/99
CarignanNoir,18,18Mtp3,NA,2000,22/3/00,26/5/00,16/8/00,28/8/00
CarignanNoir,18,18Mtp3,NA,2001,13/3/01,27/5/01,NA,NA
CarignanNoir,18,18Mtp3,NA,2002,13/3/02,25/5/02,29/7/02,23/8/02
CarignanNoir,18,18Mtp3,NA,2003,23/3/03,30/5/03,5/8/03,29/8/03
CarignanNoir,18,18Mtp3,NA,2004,28/3/04,4/6/04,2/8/04,13/9/04
CarignanNoir,18,18Mtp3,NA,2005,8/4/05,5/6/05,5/8/05,6/9/05
CarignanNoir,18,18Mtp3,NA,2006,29/3/06,26/5/06,4/8/06,6/9/06
CarignanNoir,18,18Mtp3,NA,2007,15/3/07,21/5/07,24/7/07,29/8/07
CarignanNoir,18,18Mtp3,NA,2008,16/3/08,29/5/08,31/7/08,27/8/08
CarignanNoir,18,18Mtp3,NA,2009,27/3/09,28/5/09,30/7/09,1/9/09
CarignanNoir,18,18Mtp3,NA,2010,30/3/10,3/6/10,2/8/10,10/9/10
CarignanNoir,18,18Mtp3,NA,2011,23/3/11,18/5/11,25/7/11,9/9/11
CarignanNoir,18,18Mtp3,NA,2012,30/3/12,30/5/12,31/7/12,13/9/12
CarignanNoir,18,18Mtp3,NA,2013,1/4/13,6/6/13,12/8/13,NA
CarignanNoir,18,18Mtp4,NA,1956,3/4/56,NA,NA,24/9/56
CarignanNoir,18,18Mtp4,NA,1957,17/3/57,NA,NA,1/10/57
CarignanNoir,18,18Mtp4,NA,1958,1/4/58,NA,NA,3/9/58
CarignanNoir,18,18Mtp4,NA,1959,27/3/59,NA,NA,31/8/59
CarignanNoir,18,18Mtp4,NA,1960,21/3/60,NA,NA,NA
CarignanNoir,18,18Mtp4,NA,1972,NA,NA,NA,11/9/72
CarignanNoir,18,18Mtp4,NA,1977,NA,NA,22/8/77,NA
CarignanNoir,18,18Mtp4,NA,1978,NA,NA,21/8/78,NA
CarignanNoir,18,18Mtp4,NA,1981,26/3/81,NA,NA,NA
CarignanNoir,18,18Mtp4,NA,1983,29/3/83,NA,NA,NA
CarignanNoir,18,18Mtp4,NA,1990,18/9/90,NA,18/9/90,18/9/90
CarignanNoir,18,18Mtp4,NA,1992,14/9/92,NA,14/9/92,14/9/92
CarignanNoir,18,18Mtp4,NA,1993,20/9/93,NA,20/9/93,20/9/93
CarignanNoir,18,18Mtp4,NA,1998,25/3/98,27/5/98,27/7/98,10/9/98
CarignanNoir,18,18Mtp4,NA,1999,27/3/99,29/5/99,3/8/99,7/9/99
CarignanNoir,18,18Mtp4,NA,2000,28/3/00,29/5/00,31/7/00,28/8/00
CarignanNoir,18,18Mtp4,NA,2001,19/3/01,27/5/01,NA,NA
CarignanNoir,18,18Mtp4,NA,2002,20/3/02,31/5/02,29/7/02,3/9/02
CarignanNoir,18,18Mtp4,NA,2003,3/4/03,6/6/03,5/8/03,28/8/03
CarignanNoir,18,18Mtp4,NA,2004,30/3/04,4/6/04,2/8/04,13/9/04
CarignanNoir,18,18Mtp4,NA,2005,8/4/05,5/6/05,8/8/05,6/9/05
CarignanNoir,18,18Mtp4,NA,2006,3/4/06,27/5/06,28/7/06,6/9/06
CarignanNoir,18,18Mtp4,NA,2007,17/3/07,21/5/07,24/7/07,20/8/07
CarignanNoir,18,18Mtp4,NA,2008,19/3/08,2/6/08,31/7/08,27/8/08
CarignanNoir,18,18Mtp4,NA,2009,28/3/09,28/5/09,27/7/09,1/9/09
CarignanNoir,18,18Mtp4,NA,2010,2/4/10,3/6/10,2/8/10,10/9/10
